antecedents,consequents,support,confidence,lift
"dti_DTI Manageable(20-35), fico_range_low_FICO Good(670-739), home_Home MORTGAGE",annual_inc_Inc Mid(50-100k),0.07292,0.5625327861264542,1.1613268415535773
"grade_Grade B, int_rate_IntRate Medium, revol_util_Util Moderate(30-60)",fico_range_low_FICO Good(670-739),0.069256,0.755509010778025,1.161235353358743
"grade_Grade C, home_Home MORTGAGE, purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.044252,0.5434761249754373,1.1609463249157017
"grade_Grade A, int_rate_IntRate Low, revol_util_Util Moderate(30-60)",home_Home MORTGAGE,0.042936,0.5700175242950454,1.1606198013874993
"grade_Grade A, revol_util_Util Moderate(30-60)",home_Home MORTGAGE,0.042952,0.5699272862374608,1.160436066551275
"annual_inc_Inc Mid(50-100k), emp_length_Emp Long(8+), loan_amnt_Loan Small(<10k)",home_Home MORTGAGE,0.041096,0.5697964616493817,1.1601696929733385
"int_rate_IntRate Low, purpose_credit_card",dti_DTI Healthy(<20),0.05358,0.6824086810331652,1.159588713241922
"dti_DTI Manageable(20-35), emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739)",annual_inc_Inc Mid(50-100k),0.061616,0.5616158669972291,1.1594338980264356
"annual_inc_Inc Mid(50-100k), int_rate_IntRate Low",dti_DTI Healthy(<20),0.08436,0.6822593167701864,1.1593349047568808
"annual_inc_Inc Mid(50-100k), fico_range_low_FICO Good(670-739), grade_Grade A",dti_DTI Healthy(<20),0.040728,0.6817542684968195,1.158476697213929
"loan_amnt_Loan Medium(10-25k), purpose_debt_consolidation, revol_util_Util High(60-90)",annual_inc_Inc Mid(50-100k),0.055116,0.5611255904870499,1.158421741428462
"annual_inc_Inc Mid(50-100k), emp_length_Emp Long(8+), home_Home MORTGAGE",loan_amnt_Loan Medium(10-25k),0.071908,0.5422271822404536,1.1582783963507166
"int_rate_IntRate Medium, purpose_debt_consolidation, revol_util_Util Moderate(30-60)",fico_range_low_FICO Good(670-739),0.045924,0.7535442373326332,1.1582154497525903
"emp_length_Emp Long(8+), home_Home MORTGAGE, purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.074924,0.5421732082899154,1.1581630999160824
"annual_inc_Inc Mid(50-100k), fico_range_low_FICO Good(670-739)",loan_amnt_Loan Medium(10-25k),0.170952,0.5420714847416351,1.157945803195755
"emp_length_Emp Long(8+), int_rate_IntRate Low",dti_DTI Healthy(<20),0.071548,0.6813835663403299,1.1578467784444477
"dti_DTI Manageable(20-35), home_Home MORTGAGE, revol_util_Util Moderate(30-60)",fico_range_low_FICO Good(670-739),0.056664,0.7531901318587836,1.1576711812009437
"dti_DTI Healthy(<20), grade_Grade C, loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.041236,0.5605459191996085,1.1572250328241174
"annual_inc_Inc Mid(50-100k), int_rate_IntRate Low",home_Home MORTGAGE,0.070248,0.5681288819875777,1.1567743131939636
"annual_inc_Inc Mid(50-100k), emp_length_Emp Short(0-3), fico_range_low_FICO Good(670-739)",loan_amnt_Loan Medium(10-25k),0.050124,0.5413894409401193,1.1564888555794506
"grade_Grade C, int_rate_IntRate High, loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.059064,0.5599969660194175,1.156091740545632
"int_rate_IntRate Low, purpose_debt_consolidation",dti_DTI Healthy(<20),0.083188,0.6802407352893075,1.1559048131313723
"loan_amnt_Loan Medium(10-25k), purpose_debt_consolidation",annual_inc_Inc Mid(50-100k),0.16136,0.5598190371778682,1.1557244134410187
"dti_DTI Healthy(<20), loan_amnt_Loan Medium(10-25k), revol_util_Util Moderate(30-60)",annual_inc_Inc Mid(50-100k),0.061196,0.5598082622854843,1.155702169098913
"emp_length_Emp Long(8+), purpose_debt_consolidation, revol_util_Util Moderate(30-60)",loan_amnt_Loan Medium(10-25k),0.051864,0.5409261576971214,1.155499213249941
"int_rate_IntRate High, loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.067908,0.559687469093067,1.1554527962977346
"annual_inc_Inc Mid(50-100k), emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739)",loan_amnt_Loan Medium(10-25k),0.077568,0.5407847402325775,1.1551971243849544
"dti_DTI Healthy(<20), int_rate_IntRate Low, revol_util_Util Moderate(30-60)",fico_range_low_FICO Good(670-739),0.051736,0.7514524750174296,1.1550003612273898
"dti_DTI Manageable(20-35), loan_amnt_Loan Medium(10-25k), revol_util_Util Moderate(30-60)",fico_range_low_FICO Good(670-739),0.05768,0.7513938825491115,1.1549103032073254
"dti_DTI Manageable(20-35), grade_Grade D",purpose_debt_consolidation,0.042032,0.6534825870646765,1.1547016020735292
"emp_length_Emp Long(8+), home_Home MORTGAGE, loan_amnt_Loan Small(<10k)",annual_inc_Inc Mid(50-100k),0.041096,0.5592205530154584,1.1544888663952417
"dti_DTI Manageable(20-35), int_rate_IntRate Very High",loan_amnt_Loan Medium(10-25k),0.059912,0.5402734191826282,1.1541048661117552
"annual_inc_Inc Mid(50-100k), dti_DTI Manageable(20-35), revol_util_Util Moderate(30-60)",home_Home MORTGAGE,0.042768,0.566583646865561,1.1536280406602724
"emp_length_Emp Long(8+), home_Home MORTGAGE, int_rate_IntRate Low",dti_DTI Healthy(<20),0.045624,0.6788477562194976,1.1535377816852184
"home_Home MORTGAGE, int_rate_IntRate Low, revol_util_Util Moderate(30-60)",fico_range_low_FICO Good(670-739),0.042556,0.7504408549058333,1.1534454770089415
"annual_inc_Inc Mid(50-100k), int_rate_IntRate High, loan_amnt_Loan Medium(10-25k)",purpose_debt_consolidation,0.044328,0.6527655062731932,1.1534345226514726
"dti_DTI Healthy(<20), grade_Grade B, loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.044316,0.5585581043609781,1.1531212671680102
"fico_range_low_FICO Good(670-739), home_Home MORTGAGE, purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.101288,0.5395350819252978,1.1525276672504716
"grade_Grade D, purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.04808,0.5394973070017953,1.152446974361495
"annual_inc_Inc Upper(100-150k), purpose_debt_consolidation",dti_DTI Healthy(<20),0.05216,0.6781071242849713,1.1522792566168636
"grade_Grade C, loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.075992,0.5580097515126594,1.151989214251095
"fico_range_low_FICO Good(670-739), loan_amnt_Loan Medium(10-25k), purpose_debt_consolidation",annual_inc_Inc Mid(50-100k),0.10678,0.5577843247873964,1.1515238296311974
"annual_inc_Inc Mid(50-100k), fico_range_low_FICO Fair(<670), loan_amnt_Loan Medium(10-25k)",purpose_debt_consolidation,0.040268,0.6515435894116886,1.151275399538617
"annual_inc_Inc Mid(50-100k), dti_DTI Manageable(20-35), loan_amnt_Loan Medium(10-25k)",purpose_debt_consolidation,0.068076,0.6514200413381306,1.151057090495202
"grade_Grade B, revol_util_Util Moderate(30-60)",fico_range_low_FICO Good(670-739),0.093848,0.7485801799502265,1.1505855752622571
"int_rate_IntRate Medium, revol_util_Util Moderate(30-60)",fico_range_low_FICO Good(670-739),0.079632,0.7485617597292723,1.1505572629436962
